servicio_id,fecha_ingreso,fecha_salida,cliente,equipo,tipo_equipo,falla_reportada,tecnico,estado,costo_repuestos_usd,costo_mano_obra_usd,facturacion_total_usd,tiempo_resolucion_dias
5020,2026-04-16,2026-04-20,Metalúrgica del Sur,Inversor Lincoln Electric 250,Electrónica / Placas,Fallo en potenciómetro de amperaje,Ing. R. Benítez (Electrónica),Entregado,112.36,332.43,444.79,4.0
5134,2026-04-18,2026-04-23,Taller Metalmecánico Pérez,Equipo Plasma Lincoln Tomahawk 1000,Equipo de Corte,Arco inestable,Tec. J. Castro (Sistemas Neumáticos),Entregado,368.02,323.64,691.66,5.0
5061,2026-04-20,2026-04-26,Astilleros Navales S.A.,Inversor TIG ESAB Rogue,Electrónica / Placas,Sensor de temperatura defectuoso,Ing. R. Benítez (Electrónica),Entregado,475.04,229.81,704.85,6.0
5080,2026-04-20,2026-04-24,Astilleros Navales S.A.,Motosoldadora Lincoln Ranger 305,Motosoldadora,Filtros tapados / Pérdida de potencia,Mec. L. Herrera (Motores),Entregado,457.66,497.12,954.78,4.0
5084,2026-05-03,2026-05-08,Taller Metalmecánico Pérez,Motosoldadora Lincoln Ranger 305,Motosoldadora,Falla en alternador auxiliar,Mec. L. Herrera (Motores),Entregado,789.61,163.1,952.71,5.0
5005,2026-05-19,Pendiente,Minería del Norte,Inversor Lincoln Electric 250,Electrónica / Placas,Placa inversora quemada,Ing. R. Benítez (Electrónica),En Reparación,482.82,355.16,0.0,
5055,2026-05-19,2026-05-24,Astilleros Navales S.A.,Cortadora Plasma Hypertherm Powermax 45,Equipo de Corte,Falla en electroválvula de gas,Tec. J. Castro (Sistemas Neumáticos),Entregado,162.88,129.48,292.36,5.0
5053,2026-05-20,2026-05-23,Metalúrgica del Sur,Cortadora Plasma Hypertherm Powermax 45,Equipo de Corte,Falta de arco piloto,Tec. J. Castro (Sistemas Neumáticos),Entregado,266.69,336.84,603.53,3.0
5078,2026-05-22,2026-06-04,Minería del Norte,Motosoldadora Lincoln Ranger 305,Motosoldadora,Carburador obstruido,Mec. L. Herrera (Motores),Listo para Entrega,414.74,589.85,0.0,13.0
5035,2026-05-27,2026-06-02,Astilleros Navales S.A.,Cortadora Plasma Hypertherm Powermax 45,Equipo de Corte,Falta de arco piloto,Tec. J. Castro (Sistemas Neumáticos),Entregado,476.33,348.4,824.73,6.0
5095,2026-06-06,Pendiente,Astilleros Navales S.A.,Motocompresor Kaeser M50,Motocompresor,Rotura de acople de motor,Mec. L. Herrera (Motores),Ingresado,447.33,279.76,0.0,
5085,2026-06-11,2026-06-17,Taller Metalmecánico Pérez,Motosoldadora Lincoln Ranger 305,Motosoldadora,Falla de arranque eléctrico,Mec. L. Herrera (Motores),Entregado,112.06,584.21,696.27,6.0
5137,2026-06-21,2026-06-25,Constructora Omega,Equipo Plasma Lincoln Tomahawk 1000,Equipo de Corte,Falta de arco piloto,Tec. J. Castro (Sistemas Neumáticos),Entregado,328.65,225.31,553.96,4.0
5014,2026-06-24,2026-07-04,Minería del Norte,Inversor Lincoln Electric 250,Electrónica / Placas,Sensor de temperatura defectuoso,Ing. R. Benítez (Electrónica),Entregado,654.36,253.24,907.6,10.0
5031,2026-06-24,2026-06-28,Minería del Norte,Soldador Miller Trailblazer 325,Motosoldadora,Filtros tapados / Pérdida de potencia,Mec. L. Herrera (Motores),Entregado,858.62,517.53,1376.15,4.0
5010,2026-06-25,2026-06-27,Taller Metalmecánico Pérez,Inversor Lincoln Electric 250,Electrónica / Placas,Sensor de temperatura defectuoso,Ing. R. Benítez (Electrónica),Entregado,457.37,227.12,684.49,2.0
5079,2026-06-26,2026-07-06,Astilleros Navales S.A.,Motosoldadora Lincoln Ranger 305,Motosoldadora,Carburador obstruido,Mec. L. Herrera (Motores),Entregado,466.39,227.95,694.3399999999999,10.0
